City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
283,hammerfest,70.6634,23.6821,0.25,64,0,4.12,NO,1715101421
284,maralal,1.0968,36.698,17.13,85,88,1.78,KE,1715101437
285,aldan,58.6031,125.3894,1.76,98,98,1.42,RU,1715101438
286,arno,60.1167,18.6333,2.66,64,11,3.52,SE,1715101438
287,awash,8.9833,40.1667,26.51,55,61,2.03,ET,1715101438
288,verdal,63.7933,11.4817,9.02,95,100,1.77,NO,1715101438
289,solnechnyy,50.7214,136.6319,2.24,58,1,1.69,RU,1715101438
290,camayenne,9.535,-13.6878,32.05,74,75,4.12,GN,1715101438
291,coahuayana de hidalgo,18.7,-103.6583,31.47,33,100,2.89,MX,1715101438
292,minas de marcona,-15.2119,-75.1103,19.99,58,84,7.82,PE,1715101438
293,alausi,-2.2,-78.8333,16.11,71,76,1.4,EC,1715101439
294,pangody,65.85,74.4859,-5.18,95,91,6.09,RU,1715101439
295,hami,42.8,93.45,27.72,17,100,7.23,CN,1715101439
296,bardai,11.65,7.2333,34.55,28,68,2.38,NG,1715101311
297,badger,64.8,-147.5333,3.93,91,100,0.55,US,1715101365
298,ulladulla,-35.35,150.4667,13.9,90,94,2.92,AU,1715101439
299,buka,40.8108,69.1986,22.24,55,59,3.81,UZ,1715101304
300,tommot,58.9564,126.2925,2.02,99,100,0.96,RU,1715101439
301,alibag,18.6411,72.8792,30.04,77,0,2.42,IN,1715101439
302,al wakrah,24.85,51.3333,30.05,39,73,6.71,QA,1715101439
303,malango,-2.9627,119.9001,19.59,99,100,0.87,ID,1715101145
304,manta,-0.95,-80.7333,30.88,66,75,3.6,EC,1715101440
305,virac,13.6333,124.2167,23.61,83,61,1.97,PH,1715101440
306,barkhan,29.8977,69.5256,28.18,15,0,2.27,PK,1715101440
307,manokwari,-0.8667,134.0833,26.39,82,100,1.76,ID,1715101346
308,omis,43.4447,16.6886,20.1,72,71,5.8,HR,1715101440
309,katsuura,35.1333,140.3,19.77,91,100,6.85,JP,1715101440
310,bandon,51.7469,-8.7425,13.77,80,99,4.55,IE,1715101440
311,kangding,30.0513,101.9603,10.03,99,100,1.26,CN,1715101440
312,mangrol,21.1167,70.1167,28.25,81,0,6.23,IN,1715101441
313,trevelin,-43.0858,-71.4639,2.71,100,99,1.0,AR,1715101441
314,ballina,-28.8667,153.5667,14.88,77,46,5.35,AU,1715101441
315,chipinge,-20.1883,32.6236,17.38,55,0,2.69,ZW,1715101338
316,xinyuan,37.3,99.0,4.94,64,21,1.05,CN,1715101441
317,constantia,44.1833,28.65,21.5,85,94,6.75,RO,1715101441
318,petropavlovsk-kamchatsky,53.0452,158.6483,0.99,78,100,3.58,RU,1715101441
319,pestravka,52.405,49.9583,17.17,52,11,8.3,RU,1715101441
320,santa marta,11.2408,-74.199,33.03,66,20,3.09,CO,1715101441
321,matoury,4.8483,-52.3317,28.98,84,75,7.2,GF,1715101442
322,olinda,-8.0089,-34.8553,28.85,84,75,3.6,BR,1715101237
323,pont rouge,48.8833,-72.0825,11.16,57,100,6.91,CA,1715101442
324,lautoka,-17.6167,177.4667,23.92,88,40,3.09,FJ,1715101276
325,la tuque,47.4334,-72.7824,16.14,39,85,5.14,CA,1715101291
326,amod,21.9833,72.9,31.08,56,0,6.88,IN,1715101442
327,pemangkat,1.1667,108.9667,28.1,75,99,0.89,ID,1715101442
328,awjilah,29.1081,21.2869,28.58,15,16,3.7,LY,1715101398
329,buurhakaba,2.8026,44.0781,27.21,74,97,3.3,SO,1715101443
330,turochak,52.2576,87.1224,9.68,72,99,0.7,RU,1715101443
331,bemidji,47.4736,-94.8803,12.81,99,100,6.17,US,1715101373
332,pangoa,-12.1167,-73.0,27.71,74,61,1.64,PE,1715101443
333,libenge,3.65,18.6333,28.96,56,99,0.6,CD,1715101443
334,yuanping,38.7153,112.7575,15.57,46,0,0.34,CN,1715101443
335,penzance,50.1186,-5.5371,15.98,82,20,5.14,GB,1715101444
336,petropavlovka,50.6114,105.3196,7.21,68,86,1.18,RU,1715101444
337,hadibu,12.65,54.0333,29.69,74,13,1.13,YE,1715101444
338,salinopolis,-0.6136,-47.3561,28.19,84,84,4.01,BR,1715101444
339,copala,16.65,-98.9833,30.2,54,10,4.93,MX,1715101444
340,portland,45.5234,-122.6762,12.51,73,75,2.57,US,1715101128
341,santiago de cuba,20.0247,-75.8219,30.06,70,40,4.12,CU,1715101444
342,san juan,-31.5375,-68.5364,24.0,21,0,5.74,AR,1715101255
343,hobyo,5.3505,48.5268,29.26,75,100,4.39,SO,1715101445
344,tateyama,34.9833,139.8667,20.61,92,100,6.06,JP,1715101445
345,plouzane,48.3833,-4.6167,18.03,67,0,4.63,FR,1715101445
346,lata,40.1629,-8.3327,23.6,47,100,3.02,PT,1715101445
347,fort frances,48.5999,-93.4003,12.12,85,100,5.66,CA,1715101304
348,utrik,11.2278,169.8474,27.54,77,98,8.68,MH,1715101445
349,kondoa,-4.9,35.7833,18.03,95,97,2.25,TZ,1715101445
350,bredy,52.4153,60.3411,10.81,44,0,2.42,RU,1715101446
351,riohacha,11.5444,-72.9072,34.06,59,40,6.69,CO,1715101224
352,oum hadjer,13.2954,19.6966,38.96,7,32,3.96,TD,1715101446
353,mersa matruh,31.3525,27.2453,21.11,56,0,5.14,EG,1715101446
354,hilo,19.7297,-155.09,21.17,96,97,2.69,US,1715101206
355,talnakh,69.4865,88.3972,-5.44,96,98,2.59,RU,1715101446
356,chichiriviche,10.9333,-68.2772,28.5,81,100,4.55,VE,1715101446
357,geraldton,-28.7667,114.6,13.23,71,1,2.06,AU,1715101297
358,crane,31.3974,-102.3501,26.65,13,53,3.44,US,1715101447
359,aizkraukle,56.6048,25.2553,6.14,52,9,5.34,LV,1715101447
360,bonthe,7.5264,-12.505,30.88,68,68,4.22,SL,1715101397
361,santa marta de ortigueira,43.6833,-7.85,13.97,79,100,7.37,ES,1715101447
362,palmer,42.1584,-72.3287,25.65,28,20,3.09,US,1715101447
363,xilin hot,43.9667,116.0333,14.33,20,36,2.85,CN,1715101395
364,khandyga,62.6667,135.6,5.1,93,100,3.99,RU,1715101447
365,shimoda,34.6667,138.95,18.39,90,100,4.67,JP,1715101447
366,ifanadiana,-21.3,47.6333,18.48,99,54,0.2,MG,1715101448
367,as sulayyil,20.4607,45.5779,35.14,15,0,2.89,SA,1715101337
368,mozhga,56.4447,52.2276,4.39,97,100,6.91,RU,1715101448
369,mkuranga,-7.118,39.2078,24.55,96,87,2.37,TZ,1715101448
370,kashkhatau,43.3185,43.608,11.31,91,100,1.24,RU,1715101448
371,kirakira,-10.4544,161.9205,27.04,87,100,2.74,SB,1715101448
372,harstad,68.799,16.5293,6.2,59,8,12.07,NO,1715101448
373,skovorodino,53.9833,123.9167,11.55,53,100,1.45,RU,1715101448
374,pionerskiy,54.9508,20.2275,10.46,69,0,6.66,RU,1715101254
375,aykhal,66.0,111.5,-3.46,95,96,9.53,RU,1715101449
376,san luis de la loma,17.2706,-100.8939,30.81,46,89,5.18,MX,1715101449
377,uturoa,-16.7333,-151.4333,27.92,75,60,8.32,PF,1715101449
378,conceicao da barra,-18.5933,-39.7322,29.35,62,43,3.28,BR,1715101248
379,pittsburg,38.028,-121.8847,17.71,58,0,1.34,US,1715101449
380,duba,27.3513,35.6901,24.37,56,24,7.28,SA,1715101251
381,nantucket,41.2835,-70.0995,18.06,83,0,3.09,US,1715101290
382,brookings,44.3114,-96.7984,15.25,65,100,9.26,US,1715101450
383,egersund,58.4513,5.9997,14.1,81,69,1.62,NO,1715101159
384,moyynkum,44.2914,72.9469,20.92,35,100,3.56,KZ,1715101450
385,muscat,23.6139,58.5922,33.31,47,0,1.76,OM,1715101201
386,riachao das neves,-11.7461,-44.91,33.57,25,10,4.07,BR,1715101450
387,saint-francois,46.4154,3.9054,15.69,67,75,5.14,FR,1715101450
388,namdrik,5.5994,168.1028,28.21,82,90,8.84,MH,1715101450
389,colby,39.3958,-101.0524,20.56,20,0,11.83,US,1715101450
390,timaru,-44.4,171.25,3.37,78,17,1.43,NZ,1715101451
391,culpeper,38.5004,-77.9664,27.95,78,100,0.45,US,1715101451
392,puerto baquerizo moreno,-0.9,-89.6,27.55,74,40,6.17,EC,1715101334
393,parksville,49.3163,-124.3195,12.2,74,11,5.66,CA,1715101451
394,siwa oasis,29.2041,25.5195,26.96,19,2,2.32,EG,1715101451
395,kembe,4.6228,21.8865,30.61,45,91,0.84,CF,1715101451
396,maceio,-9.6658,-35.7353,25.69,94,100,1.03,BR,1715101352
397,ambon,-3.6954,128.1814,27.15,95,40,1.54,ID,1715101452
398,tamanrasset,22.785,5.5228,34.95,10,40,6.17,DZ,1715101342
399,port isabel,26.0734,-97.2086,32.05,73,100,6.69,US,1715101452
400,barra do garcas,-15.89,-52.2567,34.32,49,20,2.57,BR,1715101280
401,reggane,26.7158,0.1714,39.81,5,0,7.09,DZ,1715101452
402,hainburg an der donau,48.1463,16.945,17.95,82,99,4.42,AT,1715101452
403,'ain benian,36.8028,2.9219,20.03,81,35,5.43,DZ,1715101231
404,nizhneangarsk,55.7833,109.55,2.22,68,23,2.24,RU,1715101452
405,iquique,-20.2208,-70.1431,20.02,74,47,3.41,CL,1715101198
406,lerwick,60.1545,-1.1494,11.0,68,88,3.41,GB,1715101453
407,sharkan,57.2989,53.8712,3.79,97,100,6.61,RU,1715101453
408,kill devil hills,36.0307,-75.676,27.0,69,0,3.6,US,1715101453
409,alofi,-19.0595,-169.9187,25.94,100,20,6.17,NU,1715101453
410,anapa,44.8908,37.3239,14.19,67,0,3.0,RU,1715101453
411,la passe,45.5549,-0.8967,20.13,81,25,4.67,FR,1715101453
412,okha,53.5739,142.9478,-0.42,81,45,4.02,RU,1715101453
413,miguel ahumada,30.6167,-106.5167,25.43,16,20,4.87,MX,1715101453
414,lauro de freitas,-12.8944,-38.3272,31.01,62,40,5.66,BR,1715101226
415,douglas,41.3,-96.167,20.92,45,0,7.2,US,1715101454
416,claver,9.5725,125.7331,26.67,88,100,1.6,PH,1715101454
417,arua,3.0201,30.9111,22.51,71,38,2.09,UG,1715101454
418,mugia,43.1041,-9.2179,15.51,75,100,8.39,ES,1715101454
419,calvi,42.5,8.8333,14.35,59,0,5.14,FR,1715101454
420,dzilam gonzalez,21.2833,-88.9333,37.37,33,15,2.38,MX,1715101454
421,zouerate,22.7187,-12.4521,39.48,6,98,6.75,MR,1715101454
422,nurota,40.5614,65.6886,25.08,33,100,5.05,UZ,1715101454
423,puerto leguizamo,-0.1934,-74.7819,25.52,91,99,1.23,CO,1715101455
424,ketchikan,55.3422,-131.6461,7.99,83,96,2.75,US,1715101310
425,amuntai,-2.4177,115.2494,24.11,97,40,0.16,ID,1715101455
426,onega,63.9061,38.1404,-1.73,64,100,3.55,RU,1715101455
427,palapye,-22.546,27.1251,22.97,28,0,3.92,BW,1715101455
428,paulden,34.8856,-112.4682,22.27,17,12,6.26,US,1715101455
429,arkhangel'sk,64.5401,40.5433,1.18,74,75,0.0,RU,1715101455
430,bengkulu,-3.8004,102.2655,25.51,92,96,2.18,ID,1715101455
431,nuea khlong,8.0714,98.9993,26.08,89,20,1.54,TH,1715101456
432,ilebo,-4.3167,20.5833,29.45,46,99,0.84,CD,1715101456
433,hotan,37.0997,79.9269,22.27,23,5,1.44,CN,1715101456
434,viljandi,58.3639,25.59,7.3,42,88,3.3,EE,1715101456
435,bovril,-31.3431,-59.4451,20.51,97,100,2.7,AR,1715101456
436,yuzhno-kurilsk,44.0306,145.8556,5.76,99,100,3.75,RU,1715101456
437,vanino,49.0869,140.2543,0.51,73,3,1.46,RU,1715101456
438,korsholm,63.1142,21.6822,3.97,48,0,5.66,FI,1715101456
439,ocean shores,46.9737,-124.1563,12.79,76,18,2.24,US,1715101208
440,fort bragg,35.139,-79.006,28.44,65,75,4.63,US,1715101320
441,garachico,28.7781,-17.7646,22.49,68,20,3.6,ES,1715101457
442,east ballina,-28.8667,153.5833,14.89,77,46,5.35,AU,1715101457
443,tromso,69.6496,18.957,4.01,45,0,9.77,NO,1715101457
444,el granada,37.5027,-122.4694,17.16,71,0,7.2,US,1715101457
445,plymouth,41.8334,-70.8328,25.98,52,0,2.02,US,1715101184
446,naze,28.3667,129.4833,18.51,70,83,3.48,JP,1715101330
447,houghton,47.1219,-88.569,19.26,50,72,2.68,US,1715101200
448,aripuana,-9.1667,-60.6333,34.65,47,40,1.44,BR,1715101458
449,kingston,17.997,-76.7936,31.76,70,20,5.14,JM,1715101256
450,sidareja,-7.4846,108.7923,24.12,95,21,1.17,ID,1715101458
451,holualoa,19.6228,-155.9522,21.91,92,0,3.09,US,1715101458
452,jayapura,-2.5333,140.7,25.66,92,100,3.23,ID,1715101458
453,tralee,52.2704,-9.7026,15.14,72,75,4.63,IE,1715101271
454,holmsund,63.706,20.3641,2.97,51,0,4.47,SE,1715101458
455,vargem grande,-3.5431,-43.9158,33.85,42,43,2.45,BR,1715101458
456,naharlagun,27.1047,93.6952,21.78,71,76,1.89,IN,1715101459
457,rovinj,45.08,13.64,18.01,83,87,0.39,HR,1715101459
458,haiku-pauwela,20.9219,-156.3051,23.36,83,20,2.06,US,1715101459
459,guarapari,-20.6667,-40.4975,27.73,68,1,5.31,BR,1715101459
460,berezovyy,51.6667,135.7,4.31,63,34,1.4,RU,1715101310
461,kerikeri,-35.2268,173.9474,10.51,91,22,2.68,NZ,1715101459
462,benghazi,32.1167,20.0667,21.66,50,87,6.15,LY,1715101459
463,kandahar,31.0,65.75,28.13,19,33,2.04,AF,1715101459
464,kruisfontein,-34.0033,24.7314,18.82,91,43,2.6,ZA,1715101459
465,berryville,36.3648,-93.568,26.95,71,21,6.31,US,1715101460
466,miracema do tocantins,-9.5618,-48.3967,33.61,42,8,3.36,BR,1715101460
467,mantua,45.1667,10.7833,17.58,87,100,1.79,IT,1715101460
468,tidjikja,18.5564,-11.4271,40.7,5,73,2.63,MR,1715101460
469,quellon,-43.1167,-73.6167,7.55,72,95,2.47,CL,1715101460
470,plana,49.8682,12.7438,11.49,98,100,2.73,CZ,1715101460
471,cambria,35.5641,-121.0808,16.54,89,12,2.68,US,1715101460
472,kurchum,48.5722,83.6542,14.51,52,73,1.02,KZ,1715101460
473,banes,20.9625,-75.7186,29.59,65,36,5.29,CU,1715101461
474,kerema,-7.9631,145.7785,25.56,89,100,1.38,PG,1715101461
475,west end,26.6833,-78.9667,27.99,71,3,3.22,BS,1715101461
476,taffuh,31.5385,35.0497,16.68,61,0,3.56,PS,1715101461
477,woolgoolga,-30.1106,153.2007,14.93,88,42,7.54,AU,1715101461
478,amahai,-3.3333,128.9167,29.55,89,92,1.1,ID,1715101461
479,drayton valley,53.2168,-114.9854,4.88,75,100,8.66,CA,1715101231
480,hovd,48.0056,91.6419,12.88,46,87,0.66,MN,1715101461
481,howard springs,-12.497,131.047,24.95,95,5,1.65,AU,1715101461
482,cradock,-32.1642,25.6192,22.03,27,1,3.48,ZA,1715101461
483,ujae,8.9322,165.7642,27.93,78,98,8.51,MH,1715101462
484,dalandzadgad,43.5708,104.425,19.75,15,24,7.63,MN,1715101462
485,mora,11.0461,14.1401,39.58,8,99,2.09,CM,1715101269
486,booue,-0.0921,11.9385,26.07,90,99,2.36,GA,1715101462
487,arar,30.9753,41.0381,24.01,16,0,3.09,SA,1715101462
488,lukolela,-1.0605,17.1821,28.16,60,79,1.29,CD,1715101462
489,coyhaique,-45.5752,-72.0662,1.97,75,40,1.54,CL,1715101414
490,laguna,38.421,-121.4238,18.34,66,40,4.12,US,1715101403
491,yokadouma,3.5167,15.05,29.89,48,100,0.61,CM,1715101462
492,bride,54.3826,-4.3892,13.74,85,99,0.92,IM,1715101463
493,cuorgne,45.3895,7.6499,15.14,85,99,0.64,IT,1715101463
494,nuriootpa,-34.4833,139.0,14.1,66,0,3.62,AU,1715101463
495,villa union,23.2,-106.2333,28.98,51,75,0.0,MX,1715101420
496,al jawf,29.5,38.75,22.4,16,37,3.61,SA,1715101463
497,vilhena,-12.7406,-60.1458,30.12,58,20,5.66,BR,1715101463
498,mutum biyu,8.6333,10.7667,36.37,33,98,2.22,NG,1715101463
499,kutum,14.2,24.6667,31.22,11,21,4.56,SD,1715101463
500,laminusa,5.5549,120.9136,28.68,73,89,0.72,PH,1715101463
501,khovd,48.0056,91.6419,12.88,46,87,0.66,MN,1715101461
502,qarauyl,48.9451,79.255,13.9,38,37,3.97,KZ,1715101464
503,bilyayivka,46.4832,30.2168,17.4,78,65,5.62,UA,1715101464
504,la'ie,21.6477,-157.9253,24.98,79,37,2.24,US,1715101325
505,nha trang,12.25,109.1833,29.0,85,83,1.98,VN,1715101464
506,suva,-18.1416,178.4415,22.71,100,75,1.03,FJ,1715101212
507,oranjemund,-28.55,16.4333,16.83,87,3,2.49,,1715101464
508,pariaman,-0.619,100.12,26.03,92,99,2.77,ID,1715101326
509,port saint john's,-31.6229,29.5448,24.79,56,0,3.58,ZA,1715101465
510,inarajan village,13.2736,144.7484,27.54,90,100,5.23,GU,1715101465
511,soure,-0.7167,-48.5233,27.12,78,98,0.65,BR,1715101465
512,aurora,39.7294,-104.8319,14.43,33,40,8.23,US,1715101340
513,tapes,-30.6733,-51.3958,27.04,68,53,4.09,BR,1715101286
514,shizuishan,39.2333,106.7694,19.05,16,11,3.19,CN,1715101465
515,andovoranto,-18.95,49.1,23.0,85,34,3.07,MG,1715101465
516,salalah,17.0151,54.0924,30.05,84,40,3.09,OM,1715101466
517,flying fish cove,-10.4217,105.6791,24.82,94,100,3.6,CX,1715101466
518,hafar al-batin,28.4328,45.9708,30.32,16,0,4.12,SA,1715101466
519,trairi,-3.2778,-39.2689,29.63,77,82,4.33,BR,1715101298
520,bucerias,20.75,-105.3333,29.07,50,100,3.34,MX,1715101200
521,balkanabat,39.5108,54.3671,19.22,70,81,5.37,TM,1715101466
522,morfou,35.1981,32.9914,21.49,66,0,4.28,CY,1715101466
523,carroll,39.5501,-77.0164,26.18,70,0,1.34,US,1715101466
524,el porvenir,13.7617,-87.3458,32.63,40,94,2.96,HN,1715101466
525,ataq,14.5377,46.8319,26.4,60,23,8.15,YE,1715101336
526,ad dabbah,18.05,30.95,33.11,10,3,5.3,SD,1715101467
527,yinchuan,38.4681,106.2731,20.68,13,81,1.36,CN,1715101467
528,decatur,39.8403,-88.9548,24.03,78,100,9.26,US,1715101212
529,coquimbo,-29.9533,-71.3436,17.85,51,0,3.09,CL,1715101325
530,international falls,48.6011,-93.411,12.1,85,100,5.66,US,1715101467
531,oulmes,33.4258,-6.0014,24.54,23,33,6.7,MA,1715101467
532,lupane,-18.9315,27.807,23.98,31,0,2.07,ZW,1715101467
533,kingsbridge,50.2845,-3.7764,17.76,82,46,2.9,GB,1715101467
534,cabedelo,-6.9811,-34.8339,31.37,71,92,4.45,BR,1715101331
535,zyrya,40.3661,50.2917,13.05,87,26,10.83,AZ,1715101468
536,ceerigaabo,10.6162,47.368,21.46,66,98,2.54,SO,1715101468
537,slavsk,55.0425,21.677,8.89,68,4,3.78,RU,1715101468
538,dakoro,14.5106,6.765,40.98,11,71,4.02,NE,1715101468
539,puerto deseado,-47.7503,-65.8938,3.17,97,100,4.2,AR,1715101281
540,quibala,-10.7337,14.98,22.34,61,80,1.63,AO,1715101468
541,teguise,29.0605,-13.564,19.12,83,0,8.75,ES,1715101308
542,amga,60.8953,131.9608,5.93,85,100,3.42,RU,1715101469
543,olyokminsk,60.3736,120.4264,2.78,78,100,3.51,RU,1715101469
544,ploudalmezeau,48.5333,-4.65,18.14,67,0,4.12,FR,1715101469
545,alice springs,-23.7,133.8833,12.75,71,100,0.0,AU,1715101469
546,namibe,-15.1961,12.1522,23.24,69,44,6.97,AO,1715101330
547,salida,37.7058,-121.0849,16.61,67,26,5.04,US,1715101203
548,yemetsk,63.4721,41.7941,-1.1,59,97,2.21,RU,1715101469
549,nombre de dios,23.85,-104.2333,23.75,12,100,1.73,MX,1715101469
550,puerto san jose,13.9256,-90.8244,31.91,60,16,2.97,GT,1715101469
551,santiago de cao,-7.9589,-79.2392,19.07,88,75,5.66,PE,1715101470
552,batangafo,7.3008,18.2833,31.82,37,91,0.86,CF,1715101470
553,vimperk,49.0586,13.7829,12.78,99,100,2.67,CZ,1715101470
554,misratah,32.3754,15.0925,22.21,60,100,5.88,LY,1715101470
555,lajas,18.05,-67.0593,31.8,73,7,3.58,PR,1715101424
556,longboat key,27.4125,-82.659,32.94,59,0,5.14,US,1715101470
557,fort st. john,56.2499,-120.8529,8.94,40,75,8.23,CA,1715101209
558,atar,20.5169,-13.0499,40.89,6,99,5.12,MR,1715101297
559,miyaly,48.8844,53.7836,18.09,32,100,4.34,KZ,1715101471
560,poli,-3.3333,36.8,18.43,83,75,5.14,TZ,1715101471
561,lesnoy,57.6198,63.0784,3.57,70,65,1.41,RU,1715101471
562,mocimboa,-11.3167,40.35,24.64,89,5,4.03,MZ,1715101471
563,yishui,35.7847,118.6281,12.51,43,15,2.23,CN,1715101471
564,prince rupert,54.3161,-130.3201,7.05,85,100,9.26,CA,1715101191
565,khrenovoye,51.12,40.2889,12.13,96,99,1.75,RU,1715101471
566,kamloops,50.6665,-120.3192,12.08,56,75,6.69,CA,1715101443
567,candido mendes,-1.4467,-45.7167,30.08,74,21,2.46,BR,1715101215
568,bashtanka,47.4072,32.4387,13.59,79,60,3.82,UA,1715101472
